original_id,companyId,name,name_en,trading_name,slug,abn,website,phone,email,logo,description,shortDescription,fullDescription,industry_1,industry_2,industry_3,industry,state,foundedYear,teamSize,size,languages,verified,createdAt,updatedAt
COMP_00129,COMP_00129,,Downer,,downer,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdowner.png?alt=media,,"Downer Group focuses on designing, building, and maintaining assets, infrastructure, and facilities.","Downer的使命是通过提供高质量的基础设施服务，帮助社区繁荣。公司拥有超过150年的历史，业务涵盖广泛的领域，专注于客户成功、可持续发展及安全运营。Downer在澳大利亚证券交易所和新西兰证券交易所上市，拥有约31,000名员工，业务遍及300多个站点。",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00130,COMP_00130,,Mcdonald Jones Homes Pty Ltd,,mcdonald-jones-homes-pty-ltd,82 003 687 232,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fmcdonald jones homes pty ltd.png?alt=media,,"MJH Group offers high-quality, innovative design and excellent customer service in residential building solutions.","With 35 years of industry experience, MJH Group focuses on residential projects for clients in New South Wales and the Australian Capital Territory. Known for its unique designs and flexible construction methods, the company has become a leader in new residential projects, multi-family housing, and investment properties. As part of NEX Building Group, MJH Group remains customer-centric, delivering high-quality, cost-effective homes across several Australian states.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00131,COMP_00131,,Everton Buildings,,everton-buildings,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Feverton buildings.png?alt=media,,"Hengjian Group specializes in providing clients with end-to-end design services, from site evaluation to project completion.","Hengjian Group, headquartered in Ryde, Sydney’s northwest, specializes in providing high-quality home building services. The company is client-focused, offering fully customized services from initial site evaluation to key handover, ensuring that each project meets budget requirements while exceeding client expectations. Hengjian Group works closely with developers and individuals, prioritizing high-level customer service at every stage of design and construction.

Each project is overseen by a dedicated project manager and executed by a team of experienced contractors and master craftsmen, ensuring smooth progress and high-quality delivery. With a reputation built on exceptional workmanship and high customer satisfaction, Hengjian Group continues to secure multiple consecutive projects with numerous developer clients.

Hengjian Group undertakes projects across Sydney and New South Wales, aiming to become a leader in the boutique home construction industry.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00132,COMP_00132,,QL Building services,,ql-building-services,24 638 217 973,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fql building services.png?alt=media,,"Qilu Construction specializes in shop renovations, house construction, and extensions.","One-stop services for new house construction, extensions, and granny flat design, approval, and construction.
Kitchen and bathroom renovations.
Shop fitting.
Foundation, basement, reinforced concrete, Dincel wall, and warehouse construction.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00133,COMP_00133,,Kongstruction Pty Ltd,,kongstruction-pty-ltd,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fkongstruction pty ltd.png?alt=media,,Guangyuan Construction specializes in new construction and renovation services for clients in Sydney's northern and eastern suburbs.,"Guangyuan Construction has rapidly risen in Sydney's construction market, gaining the favor of many clients in the northern and eastern suburbs with its focus on quality and excellent service. As a company providing comprehensive construction and renovation services, Guangyuan undertakes a variety of residential projects and has also been invited by renowned retailer Harvey Norman to design and renovate showrooms, demonstrating its outstanding construction capabilities and high standards of building quality.

Guangyuan Construction's services include new home construction, house and land packages, extensions, granny flats, and complete renovation services such as kitchen, bathroom, and interior/exterior makeovers. Additionally, the company offers architectural design and approval services, catering to various styles including minimalist, Scandinavian, industrial, and luxury.

The company boasts a strong professional team, including local technical experts, experienced designers, an approval management team, and an efficient construction crew, ensuring that every project is completed on time and meets client expectations. Guangyuan Construction provides strong qualification guarantees, offering Home Building Compensation Fund (HBCF) insurance, public liability insurance, and holds Fair Trading-certified building licenses along with other relevant certifications, ensuring clients’ projects are worry-free.

Clients are welcome to schedule visits to the company’s projects in Chatswood, Point Piper, Vaucluse, and other areas to experience Guangyuan Construction’s exceptional quality firsthand. The company is dedicated to achieving customer satisfaction, offering five-star service and construction quality.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00134,COMP_00134,,WHD Construction,,whd-construction,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fwhd construction.png?alt=media,,"WHD Construction specializes in renovation and remodeling services for old houses, factories, shops, and offices.","WHD Construction, with years of industry experience, provides comprehensive renovation and remodeling services, covering partial or full refurbishments of old homes, factories, shops, and offices. The company is known for its efficiency, high quality, and innovative designs, ensuring that each project meets clients’ personalized needs while achieving high-standard renovation results.

WHD’s construction department offers a wide range of renovation services, including interior and exterior remodeling, kitchen and bathroom renovations, laundry room upgrades, room partition design, and sunroom construction. Additionally, the company handles carpentry, painting, tile installation, concrete work, driveway and pergola construction, garden design, fence building, Gyprock installation, as well as plumbing, gas line unclogging, and more—covering projects of all sizes.

WHD is renowned for its efficient construction processes, especially in kitchen installations, where design is completed on the first day, and installation is finalized by the second day, ready for use. The company also provides free design services, ensuring clients benefit from a professional and efficient team collaboration. WHD Construction is committed to delivering exceptional after-sales service with sincerity and patience, offering clients a worry-free renovation experience.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00135,COMP_00135,,Ding Li Construction,,ding-li-construction,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fding li construction.png?alt=media,,Dingli Construction is a licensed professional construction company providing quality renovation and remodeling services to clients.,"Dingli Construction (Licence: 308855C) provides comprehensive renovation and remodeling services with a professional attitude and extensive experience in design approvals. The company specializes in home extensions, renovations, and new construction projects, offering DA (Development Application) and CDC (Complying Development Certificate) approval services to ensure project compliance.

Dingli Construction’s wide range of services includes structural projects such as adding or replacing beams, roof beam replacement, interior wall modifications, door and window expansions, roof tile replacements, and foundation reinforcement. In addition, the company offers kitchen and bathroom renovations, interior partition design, wooden decking, pergola construction, and staircase fabrication for both interior and exterior renovations, meeting client needs from structural modifications to decorative installations.

Upholding the philosophy of ""dedicated service,"" Dingli Construction focuses on attention to detail and quality, ensuring every project meets client expectations and complies with building standards.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00136,COMP_00136,,JMA Construction Pty Ltd,,jma-construction-pty-ltd,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fjma construction pty ltd.png?alt=media,,JMA Construction Engineering Company has over 30 years of construction experience.,"JMA Construction, with over 30 years of industry experience, has become a renowned company in Sydney's construction market, specializing in high-quality building and renovation services. The company's services cover new residential constructions and extensions, complete commercial renovations, and hotel new builds and expansions. JMA focuses on providing customized solutions, ensuring that every project from design to construction meets high standards.

The company upholds the principle of ""We deliver works, not products,"" treating every building project as a unique creation, striving to exceed client expectations. Through rigorous quality control processes and teamwork, JMA ensures that every step is meticulously executed, delivering projects with high quality and continually improving customer satisfaction.

JMA has won numerous industry awards, including the Spring Osborn House project in Bundanoon, which received the 2023 Hotel Renovation Award and was ranked 50th among global new hotels in 2023, highlighting the company's excellence in hotel renovations.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00137,COMP_00137,,Sync Projects,,sync-projects,,,,,,,"Sige Construction specializes in bathroom renovations and interior decoration, offering free in-home quotes and consultations.","Sigge Construction specializes in bathroom renovations, offering cost-effective solutions with short construction periods, high-quality workmanship, and free design services. Clients can enjoy a refreshed bathroom space within just a few days. In addition to bathroom renovations, Sigge Construction also handles kitchen, laundry room, flooring, carpeting, and partitioning projects, meeting a wide range of interior renovation needs.

The company also operates a local factory in Sydney that manufactures custom fabric curtains, blinds, flyscreen security doors, and various outdoor awnings. Sigge Construction welcomes both distributors and clients to visit their Auburn showroom and offers professional customized services.

Sigge Construction has offices in Auburn and Chatswood with a dedicated team providing 24/7 online services to ensure timely responses to customer needs. The company offers a 6-year warranty on all projects and comprehensive insurance coverage. Whether it's a small renovation or a large-scale project, customers can enjoy free on-site quotes.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00138,COMP_00138,,NSW Design & Construction,,nsw-design-construction,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fnsw design construction.png?alt=media,,NSW Design & Construction focuses on providing high-quality construction services for residential and commercial clients.,"NSW Design & Construction offers a wide range of building services, including the design and construction of new homes, duplexes, granny flats, commercial space renovations, and large multi-family residential developments (Class 2 projects). The company maintains transparency throughout the entire project process, from design planning, budget management, regulatory approvals, to construction supervision, ensuring that projects are delivered on time and within budget while maintaining strict quality control. NSW Design & Construction also specializes in efficient execution of smaller projects, such as kitchen and bathroom renovations, and the construction of decks and pergolas.

The company places a strong emphasis on communication and collaboration with clients, providing customized solutions for each project to ensure customer satisfaction.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00139,COMP_00139,,Designbuild NSW Pty Ltd,,designbuild-nsw-pty-ltd,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdesignbuild nsw pty ltd.png?alt=media,,"Designbuild has over 35 years of experience in the construction industry, specializing in residential and commercial projects.","Designbuild NSW Pty Ltd is a construction company based in Sydney and the Central Coast, specializing in residential and commercial projects. With over 35 years of industry experience, the company carries on the expertise and skills of three generations of builders. Each year, Designbuild NSW Pty Ltd completes projects valued at over AUD 10 million, utilizing modern project delivery methods and extensive collaboration experience to ensure timely delivery within clients' budget requirements.

The company places a strong emphasis on workplace safety and environmental sustainability, strictly adhering to OH&S standards, and is committed to providing high-quality, cost-effective products for its clients.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00140,COMP_00140,,KEEYUEN DESIGN PTY LTD,,keeyuen-design-pty-ltd,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fkeeyuen design pty ltd.png?alt=media,,KEEYUEN is a professional design and renovation company established in 2012.,"Keeyuen Design & Renovation is a Sydney-based company specializing in commercial and residential interior design and renovation. The company offers one-stop services, covering all stages from project planning, design sketches, DA/CDC documentation preparation, local council approvals, to construction. Keeyuen has an in-house construction team and provides additional services like marketing during the later stages of projects, delivering seamless, comprehensive solutions for clients.

Services and Expertise
Keeyuen focuses on providing customized design and renovation solutions for various commercial spaces and residences. The company's projects span key commercial areas in Sydney, including Chinatown, Chatswood, Burwood, and Rhodes. Keeyuen specializes in highly specific industries such as restaurants, KTV lounges, pet stores, and beauty salons, and has extensive experience in managing renovation approvals for shopping centers.

Project Showcase
Keeyuen's notable projects include commercial renovation projects like Lost & Found in North Sydney. The company not only provides clients with unique design styles but also ensures high construction quality and safety standards.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00141,COMP_00141,,TL Stone Group,,tl-stone-group,52 728 579 668,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Ftl stone group.png?alt=media,,"TL Stone Group was registered on November 3, 2017, as a Chinese-operated construction services provider.","The company's main services include:

Landscape and Gardening Services: Offering professional gardening and landscaping solutions across Australia. The expert team handles everything from one-off gardening or landscaping projects to more complex works, as well as regular maintenance services, helping clients maintain a clean and professional appearance for their front and backyards.
Stonework Services: Providing professional stonework services in New South Wales, including marble countertops for kitchen renovations and external stone structures such as walls, mailboxes, and walkways.
Pavilion Construction Services: One of the top pavilion builders in New South Wales, specializing in constructing beautiful pavilions to enhance the comfort and protection of outdoor entertainment spaces.
Concrete Flooring Services: The company excels in concrete flooring, offering a range of high-quality finishes such as concrete polishing, industrial coatings (e.g., epoxy), and floor sealing or removal services.
Stone Restoration Services: A licensed and insured stonemasonry company in New South Wales, specializing in stone restoration and committed to delivering the highest standards of craftsmanship in maintaining and restoring all types of stonework.
Lawn and Turf Services: Providing comprehensive lawn establishment and maintenance services, ensuring clients' outdoor spaces are both attractive and durable.
Patio Construction Services: One of the leading patio builders in New South Wales, offering robust industry support to ensure clients receive excellent results and experiences.
Sandstone Restoration Services: Specializing in the restoration and maintenance of sandstone structures, a building material with a two-century heritage, preserving its beauty and quality.",Residential Building Construction,,,Residential Building Construction,,,,,English;Chinese,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00142,COMP_00142,,Starry Home Renovation,,starry-home-renovation,66 662 680 588,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fstarry home renovation.png?alt=media,,"Starry Home Renovation is a residential and commercial renovation company based in Sydney, New South Wales.","Starry Home Renovation offers comprehensive one-stop home and store renovation services, including interior renovations, store fit-outs, flooring, tiling, kitchen renovations, bathroom renovations, laundry renovations, and carpentry work. The company is committed to providing clients with high-quality construction services to help them achieve their renovation goals.

Starry Home Renovation services include:

Interior Renovations: Covering complete interior design and construction for residential and commercial spaces, offering personalized design solutions.
Store Fit-Outs: Specializing in the design and renovation of retail and other commercial spaces to enhance functionality and aesthetics.
Flooring: Providing installation services for a variety of flooring materials, including hardwood and tile.
Tiling: Professional tiling services for areas such as kitchens and bathrooms.
Kitchen Renovations: Full-service kitchen makeovers, from design to installation.
Bathroom Renovations: Modern bathroom design and renovations, including plumbing and electrical services.
Laundry Room Renovations: Services to optimize the layout and functionality of laundry rooms.
Carpentry Work: Custom carpentry projects, such as cabinets and storage solutions.
With extensive industry experience, Starry Home Renovation is dedicated to delivering projects with a high standard of design and construction, ensuring safety and quality. The company emphasizes that design and safety are at the forefront of their work, and their staff always maintains care and consideration for clients. Their mission is to help clients achieve a lifestyle they may have never imagined.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00143,COMP_00143,,BGH Construction,,bgh-construction,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fbgh construction.png?alt=media,,"BGH is a construction company specializing in large-scale home renovations, extensions, second-story additions, and custom homes.","BGH Construction has over ten years of industry experience, specializing in providing high-quality large-scale home renovations, extensions, and custom home services in the Newcastle, Central Coast, Lake Macquarie, and Hunter regions. The company helps clients transform their existing homes into personalized residences that meet their unique needs through customized design and construction solutions.

BGH's service process includes the following steps:

Initial Project Consultation: Engaging in preliminary discussions with clients to understand the project concept, budget, and requirements, while providing professional advice.
Design, Planning, and Approval: BGH's team of designers, architects, and engineers collaborates with clients to develop customized design solutions, including 3D renderings and floor plan presentations, while assisting clients in obtaining necessary building approvals.
Fixed Price Proposal: Providing an accurate fixed-price proposal based on detailed project requirements, ensuring budget transparency with no hidden costs.
Construction and Progress Tracking: Throughout the construction process, clients can track progress in real time through BGH's online portal. The company regularly holds on-site meetings with clients to ensure each phase runs smoothly.
Handover and Acceptance: Upon project completion, BGH conducts rigorous quality checks to ensure the project meets high standards for delivery, and regularly communicates with clients to ensure satisfaction.
BGH's client-centered process ensures that every step of the project is clear and transparent, helping clients achieve their ideal home renovation goals.",Residential Building Construction,,,Residential Building Construction,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00144,COMP_00144,,James Hardie Industries plc,,james-hardie-industries-plc,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fjames hardie industries plc.png?alt=media,,James Hardie Industries is a global leader in the production of high-performance fiber cement siding and backer boards.,"James Hardie Industries plc's products include exterior wall panels, decorative trims, interior wall linings, flooring, and tile underlayment, with a focus on innovative design and sustainability.

The business is primarily divided into three regions:

North America Fiber Cement Business: Serving the residential construction industry in the United States and Canada, with products used for external wall materials.
Asia-Pacific Fiber Cement Business: Covering Australia, New Zealand, and the Philippines, with products applied to residential exterior walls, interior walls, ceilings, and more.
European Building Products Business: Providing fiber gypsum and cement boards through the acquisition of Fermacell, primarily used for drywall and fire-resistant structures.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00145,COMP_00145,,Brickworks,,brickworks,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fbrickworks.png?alt=media,,"Brickworks focuses on providing a wide range of building material solutions for residential, commercial, and industrial projects.","Brickworks offers a wide range of building products, including:

Clay Bricks and Pavers: Featuring Australia’s leading brands of clay building products.
Blocks and Stone: Providing a variety of blocks, retaining walls, and paving materials for modern architectural design.
Roofing: Manufacturing and installing concrete and terracotta roof tiles.
Specialized Building Systems: Including durable exterior wall systems.
Cement: Offering high-quality, cost-effective cement materials.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00146,COMP_00146,,Hume Building Products,,hume-building-products,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fhume building products.png?alt=media,,"Hume is headquartered in Yennora, with six warehouses across the city, offering quick pickup or delivery services.","Hume Building Products focuses on providing a wide range of building products and interior/exterior finishing solutions, including well-known brand products such as drywall, wall systems, insulation materials, flooring, and doors and windows. The company offers high-quality products and services to builders, contractors, architects, and designers. Its flagship showroom in Yennora showcases a variety of building materials and features professionals who assist customers with selection, delivery, and installation services.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00147,COMP_00147,,Dahlsens Wagga Wagga Trade,,dahlsens-wagga-wagga-trade,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fdahlsens wagga wagga trade.png?alt=media,,Dahlsens Group’s Canberra branch provides comprehensive building materials and hardware supply services.,"Dahlsens is a family-owned building materials supplier in Australia that has been operating for over 145 years since its founding in 1877. The company offers a wide range of products for the construction industry, including building supplies, prefabricated trusses, and framing. With a team of over 1,800 members and a business network spanning more than 65 locations nationwide, Dahlsens has become a trusted partner in the construction industry.

The company ensures the provision of high-quality products and services through continuous expansion and innovation, particularly having a significant influence in the building supply market in eastern and northern Australia.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00148,COMP_00148,,Boral,,boral,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fboral.png?alt=media,,"Boral provides products such as concrete, asphalt, and aggregates, widely used in construction, engineering, and infrastructure projects.","Boral is Australia's largest vertically integrated building materials company, with over 360 sites and approximately 7,500 employees and contractors. Boral's operations cover various sectors, including quarries, cement, asphalt, and construction materials recycling, which are extensively used in infrastructure development across the nation. As an industry leader, Boral has provided significant support for critical projects in Australia, including roads, bridges, and tunnels, over the past 75 years.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00149,COMP_00149,,Kitchen Net,,kitchen-net,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fkitchen net.png?alt=media,,"Kitchen Net specializes in elite kitchen renovations in Sydney, offering services for kitchens, bathrooms, laundry rooms, and built-in wardrobes.","Kitchen Net - Elite Kitchen Renovations
Sydney's Premier Company for Complete Kitchen, Bathroom, Laundry, and Wardrobe Solutions
Factory Direct Sales

Fair Trading License: 304792C

With over 20 years of experience in kitchen design, production, and renovation in Australia, Kitchen Net tailors its services to meet any style and size requirements, with experienced designers overseeing the technical aspects. They source materials from a professional Australian board supplier, use German hardware fittings, and provide installation by skilled professionals, all backed by a 10-year quality guarantee. From the initial design to final completion, their elite team offers a one-stop professional service. Free quotes are available.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00150,COMP_00150,,J&K Pool Pty Ltd,,jk-pool-pty-ltd,94 671 588 220,,,,,,"J&K Pool specializes in creating custom pools for clients, from design to construction, approvals, and maintenance.","J&K Pool Pty Ltd leverages its exceptional construction techniques and professional team to help clients realize their pool dreams. With hundreds of successful pool projects in Sydney, the company has earned the trust and praise of thousands of satisfied customers. Regardless of the client's pool requirements, J&K provides tailored solutions to ensure each project achieves a high cost-performance ratio, balancing quality and price.

The company's services include pool design, construction, approval, and maintenance, with a team of experienced designers and engineers capable of delivering innovative and practical pool designs based on client needs, turning dream pools into reality.

J&K Pool Pty Ltd is committed to providing every family with a refreshing, relaxing, and entertaining pool experience, making it the preferred pool construction expert for clients.",Other,,,Other,,,,,English;Chinese,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00151,COMP_00151,,ZenseJoinery,,zensejoinery,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fzensejoinery.png?alt=media,,"ZENSE owns its cabinet factory, providing one-stop services from design to production and installation.","ZENSE is a comprehensive decoration company that integrates interior design, budgeting, material processing, production, and installation, providing a full range of home and commercial renovation services to clients in Sydney and the surrounding areas of New South Wales. With years of industry experience and innovative design concepts, the company has established a solid reputation locally, offering reasonable quotes and high-quality construction.

ZENSE specializes in custom-made furniture, designing and installing various high-end bespoke items such as cabinets, floor-to-ceiling wardrobes, walk-in closets, outdoor kitchens, television feature walls, and bookshelves, utilizing top-tier hardware fittings from brands like Blum and H?fele to ensure that every project's details meet high standards. The company also offers renovation services for older homes, covering kitchen, bathroom, laundry, and bedroom renovations. Additionally, ZENSE's commercial renovation services include shop design, custom processing based on client drawings, and CDC documentation approval.

The company holds comprehensive construction insurance, including Home Warranty, public liability insurance, and workers' compensation insurance, and offers a 6-year warranty under New South Wales Fair Trading, ensuring long-term safety and quality assurance for client projects.

Clients can schedule a visit to the ZENSE showroom to discuss renovation needs with the experienced team and enjoy a worry-free service from design to installation.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00152,COMP_00152,,sydney renovation,,sydney-renovation,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fsydney renovation.png?alt=media,,"Sydney Renovation specializes in interior renovations for bathrooms, kitchens, and laundry rooms.","Sydney Renovation specializes in providing renovation and reconstruction services for bathrooms, kitchens, and laundries to clients in Sydney. With years of experience in decoration and construction, the company is dedicated to creating refreshed living spaces through professional design, material selection, and attention to detail. They excel at offering customized bathroom designs and layout solutions tailored to clients' needs, ensuring both functionality and aesthetics in every project.

In terms of bathroom renovations, the company provides a comprehensive service that includes design, quoting, and material selection, combining client needs with modern design styles to plan the best layouts and aesthetic solutions. For kitchens, Sydney Renovation carefully designs efficient indoor layouts, offering modern countertop patterns and references for the latest kitchen appliances to meet clients' demands for detail and customization.

The company holds valid insurance and licenses, ensuring the most convenient application processes and quality assurance services for clients. Sydney Renovation provides a worry-free renovation experience through its professional technical team and strict quality assurance system.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00153,COMP_00153,,Perfectbath Construction,,perfectbath-construction,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fperfectbath construction.png?alt=media,,"Puhui Renovation is a professional company focusing on complete home renovations, shop, and office refurbishments.","Perfectbath Construction offers comprehensive renovation and remodeling services, covering full transformations of older homes, bathroom and kitchen renovations, shop and office fit-outs, balcony and pergola design and construction, room partitioning, marble and tile laying, flooring, and painting. The company holds formal licenses issued by the government and comprehensive insurance, ensuring compliance and safety for all projects.

As a customer-centric company, Perfectbath Construction is dedicated to providing clients with a hassle-free, one-stop renovation service. Whether it's removing walls to alter structures, adding support beams, or updating plumbing, electrical, and gas facilities, the company's professional architects can provide high-quality design and Development Application (DA) approval services. Perfectbath Construction adheres to a customer-first principle, offering reasonable prices, honest services, and worry-free after-sales support to ensure that clients have peace of mind throughout the renovation process.

The company is currently running a promotional campaign offering free design and quotes, inviting clients to consult and experience first-class service and quality.

License Number: 357044C",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00154,COMP_00154,,BIG SHARK CONSTRUCTION,,big-shark-construction,88 650 341 487,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fbig shark construction.png?alt=media,,The company undertakes various indoor and outdoor renovation projects.,"The company undertakes a variety of interior and exterior renovation projects, which can include complete renovations of entire homes—from structural modifications to the installation of wall panels, flooring, wardrobes, and cabinets, followed by updates to electrical fixtures, repainting, and landscaping. They also offer partial renovations, such as upgrading kitchens and bathrooms or retiling and repainting specific areas. Additionally, the company can handle expansions and modifications, providing a full-service experience from design, documentation application, construction, to final inspection and approval.

With a professional design and construction team and extensive industry experience, they ensure that all work is completed with high quality and efficiency. No matter the client's needs, they aim to complete projects with minimal time and effort on the client’s part, making home upgrades hassle-free.

License Number: 395551C

Before starting work, the company engages in in-depth communication with clients to translate their ideas into the actual results of the renovation. Based on the budget and expectations, they provide professional advice and present options at different price points for selection. During the design phase, clients are welcome to visit the company's showroom to view physical samples and choose their preferred designs. They emphasize that the chosen solutions may not be the most expensive but will always be the most suitable for the renovation project.",Other,,,Other,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00155,COMP_00155,,PIA,,pia,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Fpia.png?alt=media,,Chinese Alliance was founded in 2005 by real estate investment expert Mr. Justin Wang.,"The company was founded by real estate investment expert Mr. Justin Wang in 2005. Since its establishment, the Chinese Alliance (PIA) has created a multi-faceted, cross-industry investment platform for millions of Australians through a scientifically rational investment property philosophy, genuine and honest after-sales service, and bold innovations in the home purchasing process, driven by the relentless efforts of industry professionals.

Chinese Alliance (PIA) combines macro-environmental factors such as Australian politics, economics, and law with the micro-market characteristics of Sydney's residential real estate to summarize a set of safe and effective investment methods suitable for the average-income population.

Chinese Alliance (PIA) is a professional company engaged in comprehensive property investment. Over the past decade, PIA has established a stable and extensive strategic industrial alliance between developers and investors in the New South Wales real estate market in Australia.",Rental Hiring and Real Estate Services,,,Rental Hiring and Real Estate Services,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
COMP_00156,COMP_00156,,TAREALTY,,tarealty,,,,,https://firebasestorage.googleapis.com/v0/b/qx-net-next-js.firebasestorage.app/o/company-logos%2Ftarealty.png?alt=media,,"TAREALTY primarily engages in real estate sales, leasing, and development.","AREALTY offers a variety of facilities to assist homebuyers and investors in purchasing their dream homes, alleviating the difficulties they may face during the buying or investment process while answering their questions.

Extensive Property Listings
AREALTY provides a wide range of properties, including house and land packages, townhouses, apartments, and vacant land.

Trusted by Thousands
Understanding clients' needs and responding quickly, they focus on every detail to ensure satisfaction.

Simplified Financing
AREALTY has professional brokers and bankers who can analyze clients' financial needs and provide advice when seeking financial assistance.",Rental Hiring and Real Estate Services,,,Rental Hiring and Real Estate Services,,,,,English,false,2025-07-11T02:09:08.000Z,2025-07-11T02:09:08.000Z
